"","CRPS Prior 1","CRPS Prior 2","Coverage Prior 1","Coverage Prior 2"
"1",0.237989522036007,0.290638715099316,1,1
"2",0.246938282933996,0.304483484301793,1,1
"3",0.236561239328476,0.245955654498324,1,1
"4",0.248848526394169,0.257398511489528,1,1
"5",0.237513206363504,0.315765538674206,1,1
"6",0.236306344262896,0.297993006587111,1,1
"7",0.250289330380611,0.369501165606964,1,0.9
"8",0.245460716422286,0.447648453087419,1,0.9
"9",0.242688115846091,0.317131977204254,1,0.966666666666667
"10",0.239701614245176,0.27220585823738,1,1
"11",0.252327286999808,0.331688877234571,1,1
"12",0.236292578877919,0.30140275043324,1,1
"13",0.241186409866816,0.257178443103113,1,1
"14",0.274252883539131,0.496181234980566,1,0.9
"15",0.240870033045142,0.374032199831469,1,0.933333333333333
"16",0.251564205895313,0.333404552162596,1,1
"17",0.238459788024247,0.259407723703219,1,1
"18",0.242875370134039,0.446501761924668,1,0.933333333333333
"19",0.236091348159628,0.296074248803692,1,1
"20",0.241297270867941,0.280321867609413,1,1
"21",0.311741146007767,0.671387741358104,1,0.866666666666667
"22",0.253543626269986,0.264627310665956,1,1
"23",0.263200351385484,0.396665169379474,1,0.9
"24",0.245288898241242,0.39859075463962,1,0.933333333333333
"25",0.246004913114914,0.703280625114839,1,0.833333333333333
"26",0.242188789874233,0.353421799221867,1,0.933333333333333
"27",0.256819374147873,0.381308700598631,1,1
"28",0.240703997766998,0.268327395239748,1,1
"29",0.239359619842629,0.246631197860604,1,1
"30",0.26992077128764,0.54484463218167,1,0.9
"31",0.267225623145305,0.439146339224015,1,0.966666666666667
"32",0.243539982767763,0.287149106822391,1,1
"33",0.24867111939163,0.327342629671994,1,1
"34",0.254222796089228,0.365916309340851,1,1
"35",0.307185768671936,0.513746454609625,1,0.9
"36",0.311063975952174,0.917189291832239,1,0.766666666666667
"37",0.239009202811188,0.273039109372334,1,1
"38",0.261804806122742,0.545755253502762,1,0.933333333333333
"39",0.239201531265783,0.311261104255571,1,1
"40",0.300604218621037,0.430277034043015,1,1
"41",0.2459175106755,0.247506049773718,1,1
"42",0.240009898980115,0.349308387027193,1,1
"43",0.248557274212302,0.422689946983836,1,0.933333333333333
"44",0.235756446872095,0.274073215919004,1,1
"45",0.247372112645038,0.336550007743833,1,1
"46",0.235534524050637,0.27202174279801,1,1
"47",0.238743675194641,0.280254341870287,1,1
"48",0.252391261914004,0.676793530399024,1,0.866666666666667
"49",0.245268059734129,0.41447637781715,1,0.9
"50",0.23675845648364,0.342599885324781,1,1
"51",0.236517574104837,0.288323463202863,1,1
"52",0.246583839932722,0.401091887541247,1,0.966666666666667
"53",0.245836208596073,0.273554200199942,1,1
"54",0.265573536427246,0.340453222501913,1,1
"55",0.238857915628544,0.278838521837263,1,1
"56",0.236374279186685,0.278966258095445,1,1
"57",0.257926798462479,0.268853953264673,1,1
"58",0.234791435775248,0.321281891251023,1,1
"59",0.238337090082991,0.252381015373421,1,1
"60",0.238551675837752,0.265393144903313,1,1
"61",0.250045206182329,0.538053268725874,1,0.9
"62",0.284191542575929,0.311358607804949,1,1
"63",0.244615138080024,0.257147532300874,1,1
"64",0.236158665206094,0.239801609848783,1,1
"65",0.246832619817987,0.411730896011584,1,0.966666666666667
"66",0.238867350418526,0.268979102253326,1,1
"67",0.245435667520083,0.561203350933875,1,0.9
"68",0.262406630344559,0.359230198534553,1,1
"69",0.236200972313666,0.286123880258476,1,1
"70",0.237693039648538,0.327790125680335,1,1
"71",0.236409566692191,0.296173713437556,1,1
"72",0.247756006997843,0.262352734012602,1,1
"73",0.238131314758677,0.274654327337961,1,1
"74",0.26317335253081,0.417809594623333,1,0.966666666666667
"75",0.246855174841022,0.338275981864268,1,1
"76",0.243091242172692,0.33523886501995,1,0.966666666666667
"77",0.466966807894225,1.12951713805212,1,0.8
"78",0.241583440244107,0.296599300060096,1,1
"79",0.252052581912493,0.476602055208499,1,0.9
"80",0.237761753339633,0.247992556604493,1,1
"81",0.246136468004974,0.316501457686281,1,1
"82",0.25252203355865,0.336276049428238,1,1
"83",0.255000279218062,0.331961701979729,1,1
"84",0.241726352393811,0.258624184475157,1,1
"85",0.237215496754951,0.355953705945448,1,0.966666666666667
"86",0.243691209584306,0.295595679752706,1,1
"87",0.236362861748641,0.257034292025069,1,1
"88",0.25306081800985,0.315664899382874,1,1
"89",0.27026343915161,0.494725090699703,1,0.9
"90",0.245760251440241,0.298729065374599,1,1
"91",0.244393372021137,0.486646660795692,1,0.933333333333333
"92",0.244713323863049,0.240437735137205,1,1
"93",0.238829343820821,0.271110306454953,1,1
"94",0.256557611511933,0.574960959941705,1,0.866666666666667
"95",0.244111405283854,0.332930785747731,1,0.966666666666667
"96",0.241548069621829,0.423624514827996,1,0.933333333333333
"97",0.240941352005624,0.301310732718073,1,1
"98",0.243566824639075,0.307505946538229,1,1
"99",0.248640850709143,0.319606290404864,1,1
"100",0.246350588944241,0.505447179586154,1,0.833333333333333
